"msg_id","msg_level","msg_area","msg_name","msg_desc"
"0203-0008","ERROR","VPN / IPSEC","IKE Phase 1 AES key length mismatch","IKE Phase 1 negotiation failed because of incorrect AES key length in proposal from remote gateway."
"0203-0009","ERROR","VPN / IPSEC","IKE Phase 1 invalid first message","IKE Phase 1 negotiation failed because of invalid first message received by local gateway."
"0203-0010","INFO","VPN / IPSEC","IKE Phase 1 matching Main Mode policy not found","IKE Phase 1 negotiation because local gateway did not find a matching Aggressive mode policy."
"0203-0011","ERROR","VPN / IPSEC","IKE Phase 1 remote gateway ID mismatch","IKE Phase 1 negotiation failed because remote ID in gateway configuration did not match proposal from remote gateway."
"0203-0012","ERROR","VPN / IPSEC","IKE Phase 1 pre-shared key authentication failure","IKE Phase 1 negotiation failed because pre-shared key in proposal did not match gateway configuration."
"0203-0013","INFO","VPN / IPSEC","IKE Phase 1 negotiation failed","IKE Phase 1 negotiation failed because of the reason specified in the log"
"0203-0014","INFO","VPN / IPSEC","Received informational error message","Received the specified information or error message from remote gateway."
"0203-0015","ERROR","VPN / IPSEC","IKE Phase 1 retry timeout","IKE Phase 1 negotiation failed because of no response from remote site."
"0203-0016","WARN","VPN / IPSEC","Mobile user rejected - maximum user connections reached","Specified Mobile VPN with IPSec user connection rejected because the specified concurrent user connections limit has been reached."
"0203-0017","ERROR","VPN / IPSEC","CA certificate not available","IKE phase-1 negotiation failed because no Certificate Authority (CA) certificate is available."
"0203-0018","ERROR","VPN / IPSEC","IKE Phase 1 peer certificate CA is not supported","IKE Phase 1 negotiation failed because peer certificate is not issued by a known and trusted Certificate Authority(CA)."
"0203-0019","ERROR","VPN / IPSEC","IKE Phase 1 received certificate with invalid CA name","IKE Phase 1 negotiation failed because of invalid Certificate Authority (CA) name in certificate for remote gateway."
"0203-0020","ERROR","VPN / IPSEC","IKE Phase 1 possible shared secret mismatch","IKE Phase 1 negotiation failed because of possible shared key mismatch."
"0203-0021","WARN","VPN / IPSEC","DPD R_U_THERE_ACK not received","Firebox or XTM device sent a DPD_R_U_THERE request to remote gateway, but did not receive DPD R_U_THERE_ACK response."
"0203-0022","WARN","VPN / IPSEC","DPD max failure","The Firebox or XTM device deleted a VPN tunnel because the remote gateway did not respond to DPD R_U_THERE requests."
"0203-0023","WARN","VPN / IPSEC","Did not receive KEEP_ALIVE_ACK response","Firebox or XTM device sent a KEEP_ALIVE request to remote gateway, but did not receive KEEP_ALIVE_ACK response."
"0203-0024","WARN","VPN / IPSEC","Deleted VPN tunnels due to keep-alive failure","Firebox or XTM device deleted one or more VPN tunnels because the remote gateway did not respond to keep-alive requests."
"0203-0025","INFO","VPN / IPSEC","Received IKE message for unknown Phase 1 SA","Received IKE message for unknown P1 SA."
"0203-0026","ERROR","VPN / IPSEC","DSS certificate ID mismatch","IKE Phase 1 negotiation failed because of mismatched DSS certificate ID setting."
"0203-0027","ERROR","VPN / IPSEC","Failed to get ID information from certificate","IKE phase-1 negotiation failed because failed to get ID information from certificate."
"0203-0028","INFO","VPN / IPSEC","IKE Phase 1 message received on wrong interface","IKE Phase 1 negotiation failed because of IKE message peer was received on wrong interface."
"0203-0029","ERROR","VPN / IPSEC","IKE Phase 1 invalid aggressive mode ID","IKE Phase 1 negotiation failed because received ID did not match with configured ID on local gateway."
"0205-0002","ERROR","VPN / IPSEC","IKE Phase 2 PFS mismatch","The IPSec tunnel negotiation failed because the Perfect Forward Secrecy (PFS) value did not match the Phase 2 configuration."
"0205-0003","ERROR","VPN / IPSEC","IKE Phase-2 proposal type mismatch","The IPSec tunnel negotiation failed because the proposal did not match the Phase 2 configuration."
"0205-0004","ERROR","VPN / IPSEC","IKE Phase 2 AH authentication method mismatch","The IPSec tunnel negotiation failed because the proposed AH authentication method did not match the Phase 2 configuration."
"0205-0005","ERROR","VPN / IPSEC","IKE Phase 2 ESP encryption method mismatch","The IPSec tunnel negotiation failed because the proposed ESP encryption method did not match the Phase 2 configuration."
"0205-0006","ERROR","VPN / IPSEC","IKE Phase 2 PFS DH group mismatch","The IPSec tunnel negotiation failed because the proposed Perfect Forward Secrecy Diffe-Hellman (PFS DH) group number did not match the Phase 2 configuration."
"0205-0007","ERROR","VPN / IPSEC","IKE Phase 2 ESP authentication method mismatch","The IPSec tunnel negotiation failed because the proposed ESP authentication method did not match the Phase 2 configuration."
"0205-0008","ERROR","VPN / IPSEC","IKE Phase 2 AES key length mismatch","The IPSec tunnel negotiation failed because the proposed AES encryption key length did not match the Phase 2 configuration."
"0205-0010","INFO","VPN / IPSEC","Received quick mode informational error message","Remote gateway sent an information error message in response to VPN tunnel proposal."
"0205-0011","INFO","VPN / IPSEC","Dropped simultaneous Phase 2 negotiation","Firebox or XTM device dropped phase-2 negotiation because of another Phase 2 negotiation in progress."
"0206-0001","WARN","VPN / IPSEC","Received XAuth fail notification","Received notification that Extended Authentication(XAuth) failed."
"0206-0002","WARN","VPN / IPSEC","Rejected PSK authentication, Expect client XAUTH enabled.","Rejected PSK authentication, Expect client XAUTH enabled."
"0206-0003","WARN","VPN / IPSEC","Rejected PSK authentication, Expect server XAUTH enabled.","Rejected PSK authentication, Expect server XAUTH enabled."
"0206-0004","WARN","VPN / IPSEC","XAuth negotiation failed due to mismatched mode","Mobile VPN with IPSec Extended Authentication(XAuth) negotiation failed because of mismatched authentication mode."
"0206-0005","WARN","VPN / IPSEC","Mobile VPN with IPSec authentication failed because of unresponsive peer","Mobile VPN with IPSec user authentication failed because the peer did not respond."
"0206-0006","INFO","VPN / IPSEC","Mobile VPN with IPSec user connected with no group","Specified Mobile VPN with IPSec user successfully authenticated, but is not a member of any group."
"0206-0007","INFO","VPN / IPSEC","Mobile user group information","Specified Mobile VPN with IPSec user belongs to the specified group."
"0208-0001","INFO","VPN / IPSEC","IKE phase-1 negotiated successful","IKE phase-1 negotiation was successfully completed."
"1400-0000","INFO","VPN / PPTP","User login","The specified user logged in to Mobile VPN with PPTP."
"1400-0002","INFO","VPN / PPTP","User log off","The specified Mobile VPN with PPTP user logged off."
"2500-0001","INFO","VPN / SSLVPN","User log off","The Mobile VPN with SSL user with the specified virtual IP address logged out."
"2500-0000","INFO","VPN / SSLVPN","User login","A user logged in to Mobile VPN with SSL."
"5B01-0001","INFO","VPN / L2TP","Daemon started","The Mobile VPN with L2TP daemon started."
"5B01-0002","INFO","VPN / L2TP","Configuration updated","The Mobile VPN with L2TP daemon received a configuration update."
"5B01-0003","INFO","VPN / L2TP","Daemon stopped","The Mobile VPN with L2TP daemon stopped."
"0201-0001","INFO","VPN / IPSEC","IKE process starts","The IPSec IKE process started."
"0201-0002","INFO","VPN / IPSEC","Configuration update started","An IPSec configuration update started."
"0201-0003","INFO","VPN / IPSEC","Configuration update completed","An IPSec configuration update was successfully completed."
"0201-0004","WARN","VPN / IPSEC","Device not activated","The device is not activated."
"0207-0001","INFO","VPN / IPSEC","Tunnel established or re-keyed","The IPSec tunnel was established or re-keyed successfully."
"0209-0001","WARN","VPN / IPSEC","BOVPN tunnel limit reached","The maximum allowed number of BOVPN tunnel routes have been established."
"0209-0002","INFO","VPN / IPSEC","IKE process -- FireCluster role changed","The cluster master has changed because of a FireCluster failover."
"7000-0001","ERROR","Mobile Security / Endpoint Manager","Mobile security license limit reached","A user login from FireClient was rejected because the number of concurrently connected Mobile Security users has reached the limit supported by the Mobile Security license."
"7000-0002","WARN","Mobile Security / Endpoint Manager","Mobile security license high watermark reached","The number of concurrently connected Mobile Security users has reached 90 percent of the capacity supported by the Mobile Security license."
"7001-0003","INFO","Mobile Security / Endpoint Manager","Mobile device user logout","User has logged out of Firebox from FireClient on the device."
"7001-0000","INFO","Mobile Security / Endpoint Manager","Mobile device connect","FireClient on the device has connected to the Firebox."
"7001-0001","INFO","Mobile Security / Endpoint Manager","Mobile device user already login","User has logged in to Firebox from the device prior to the connection request."
"7001-0002","INFO","Mobile Security / Endpoint Manager","Mobile device user login","User has logged in to Firebox through FireClient on the device."
"7001-0004","INFO","Mobile Security / Endpoint Manager","Mobile device idle disconnected","FireClient on the device is considered disconnected due to inactivity."
"7001-0005","INFO","Mobile Security / Endpoint Manager","Mobile device disconnected","FireClient on the device has disconnected."
"7001-0006","INFO","Mobile Security / Endpoint Manager","Mobile device Unknown compliance","Mobile device compliance status is Unknown."
"7001-0007","INFO","Mobile Security / Endpoint Manager","Mobile device Compliant","Mobile device compliance status is Compliant, because it meets the compliance requirements."
"7001-0008","INFO","Mobile Security / Endpoint Manager","Mobile device Not Compliant","Mobile device compliance status is Not Compliant, because it does not meet the compliance requirements."
"7001-0009","INFO","Mobile Security / Endpoint Manager","Mobile device user session recreated","User session is recreated because the mobile device IP address changed."
"7002-0000","INFO","Mobile Security / Endpoint Manager","Mobile device Authorization Agreement sign action","The Device Authorization Agreement is either accepted or declined by a user at the specified local time."
"1600-0065","INFO","Networking / DHCP Server","DHCP Message","DHCP related Messages generated by builtin DHCP-Server"
"1600-0066","INFO","Networking / DHCP Server","DHCP Message","DHCP related Messages generated by builtin DHCP-Server"
